accX1_avg,accY1_avg,accZ1_avg,mgX1_avg,mgY1_avg,mgZ1_avg,accX2_avg,accY2_avg,accZ2_avg,mgX2_avg,mgY2_avg,mgZ2_avg,accX3_avg,accY3_avg,accZ3_avg,mgX3_avg,mgY3_avg,mgZ3_avg,accX1_stdev,accY1_stdev,accZ1_stdev,mgX1_stdev,mgY1_stdev,mgZ1_stdev,accX2_stdev,accY2_stdev,accZ2_stdev,mgX2_stdev,mgY2_stdev,mgZ2_stdev,accX3_stdev,accY3_stdev,accZ3_stdev,mgX3_stdev,mgY3_stdev,mgZ3_stdev,accX1_median,accY1_median,accZ1_median,mgX1_median,mgY1_median,mgZ1_median,accX2_median,accY2_median,accZ2_median,mgX2_median,mgY2_median,mgZ2_median,accX3_median,accY3_median,accZ3_median,mgX3_median,mgY3_median,mgZ3_median,accX1_min,accY1_min,accZ1_min,mgX1_min,mgY1_min,mgZ1_min,accX2_min,accY2_min,accZ2_min,mgX2_min,mgY2_min,mgZ2_min,accX3_min,accY3_min,accZ3_min,mgX3_min,mgY3_min,mgZ3_min,accX1_max,accY1_max,accZ1_max,mgX1_max,mgY1_max,mgZ1_max,accX2_max,accY2_max,accZ2_max,mgX2_max,mgY2_max,mgZ2_max,accX3_max,accY3_max,accZ3_max,mgX3_max,mgY3_max,mgZ3_max,accX1_mad,accY1_mad,accZ1_mad,mgX1_mad,mgY1_mad,mgZ1_mad,accX2_mad,accY2_mad,accZ2_mad,mgX2_mad,mgY2_mad,mgZ2_mad,accX3_mad,accY3_mad,accZ3_mad,mgX3_mad,mgY3_mad,mgZ3_mad,accX1_accY1_cor,accX2_accY2_cor,accX3_accY3_cor,accX1_accZ1_cor,accX2_accZ2_cor,accX3_accZ3_cor,accY1_accZ1_cor,accY2_accZ2_cor,accY3_accZ3_cor,mgX1_mgY1_cor,mgX2_mgY2_cor,mgX3_mgY3_cor,mgX1_mgZ1_cor,mgX2_mgZ2_cor,mgX3_mgZ3_cor,mgY1_mgZ1_cor,mgY2_mgZ2_cor,mgY3_mgZ3_cor,accX1_accY1_accZ1_fft,accX2_accY2_accZ2_fft,accX3_accY3_accZ3_fft,mgX1_mgY1_mgZ1_fft,mgX2_mgY2_mgZ2_fft,mgX3_mgY3_mgZ3_fft,accX1_accY1_accZ1_entr,accX2_accY2_accZ2_entr,accX3_accY3_accZ3_entr,mgX1_mgY1_mgZ1_entr,mgX2_mgY2_mgZ2_entr,mgX3_mgY3_mgZ3_entr
-326.62694,-198.74166,-896.50968,1.088,-22.8224,182.1952,-554.26308,407.26406,-651.31652,96.8192,-200.4544,282.464,-563.15566,-132.47248,-759.4622,81.856,-59.5392,61.5168,18.1888179763,19.8506912309,26.4522014883,5.96746378288,6.48059335555,2.54375646633,10.7150110104,19.9611731182,12.4524321275,6.02557875726,4.66809261262,1.04429880781,7.10508780132,11.4986630323,6.08143996435,3.36776246193,3.61665693148,2.79377410683,-326.9905,-196.786,-899.933,-0.32,-23.04,182.08,-553.575,405.9245,-654.774,96.64,-199.68,282.88,-563.274,-132.98,-759.328,80.0,-59.2,62.4,-370.331,-244.61,-942.389,-5.76,-34.24,178.88,-579.866,360.327,-667.218,88.32,-210.88,280.0,-578.646,-154.818,-773.724,78.08,-68.48,56.0,-289.75,-165.676,-860.405,17.28,-8.0,188.16,-532.896,454.633,-625.372,106.24,-193.92,283.84,-542.473,-93.208,-747.799,88.32,-55.36,65.28,11.7425,12.4745,26.3825,2.56,3.52,1.28,5.978,9.638,9.2415,4.0,2.24,0.48,4.5445,6.527,3.9955,1.92,2.88,1.28,3256452.38385,-11279396.0056,3731267.2846,14623768.1068,18050181.7685,21384193.8205,8900888.8197,-13264122.3497,5029179.88047,453.2224,-969141.8624,-243348.48,9678.848,1367558.144,251739.9552,-208417.9968,-2830972.6208,-183014.5024,2854012.84108,2693859.32581,2735087.32204,101403.648,388203.073536,42185.59488,0.109677123795,0.109677123795,0.109677123795,0.0554732137938,0.0534653937903,0.055555936232
-380.68392,-224.49464,-878.91972,23.0656,-11.2704,180.6272,-590.82282,374.68396,-646.95868,113.9648,-191.0208,281.2416,-591.78174,-145.32884,-739.92634,91.9936,-53.6,58.0032,54.5237519105,25.3027545882,36.044712096,22.3738215028,8.16527891991,2.64127775139,35.5055317243,33.6864242062,18.4111729137,17.4188213424,8.01212776733,2.41903068191,28.175737192,11.8025095202,21.8658902354,8.53848271299,3.91460853726,6.05123638276,-370.331,-217.5565,-886.025,17.28,-8.0,180.8,-580.0185,373.686,-652.273,109.28,-192.48,281.6,-578.768,-144.448,-744.7185,88.32,-55.36,60.8,-482.815,-266.265,-939.705,-0.32,-23.04,177.28,-661.24,310.917,-667.523,93.44,-199.68,272.0,-653.798,-165.493,-768.112,78.08,-59.2,45.12,-305.854,-186.111,-808.616,70.4,-0.64,184.96,-544.913,424.743,-605.669,161.6,-175.04,283.84,-560.773,-119.865,-672.708,104.64,-48.96,65.28,43.3405,20.4045,26.0775,13.92,7.36,2.24,28.2735,31.232,12.871,13.28,7.2,1.28,16.836,10.431,15.5245,6.4,3.84,2.24,4321596.1205,-11014353.1162,4312132.49004,16652825.2058,19093588.8371,21864973.9122,9846033.41339,-12135257.6602,5367601.69367,-4832.256,-1081667.8912,-244966.4,207642.0096,1600998.1952,264557.568,-102134.6816,-2686840.4224,-156377.3952,2918190.76417,2732248.79216,2760685.13014,101578.395648,386841.66144,44475.00288,0.110477123795,0.110477123795,0.110477123795,0.055517087629,0.0544048000085,0.0551145750129
-491.63804,-172.36404,-799.3013,76.0064,-16.5376,178.2784,-665.0464,352.93258,-549.35746,158.7648,-183.2064,264.0,-678.98856,-104.97978,-641.58336,117.8176,-50.0096,41.2096,82.2077161386,128.242407409,94.4138280612,41.346191397,25.7133044598,2.7938327509,50.5236616056,56.0325749839,124.141178388,35.8094160935,6.72890533742,21.5235149546,76.3159812213,73.2933127057,99.4582337971,21.7817011787,4.63416571132,17.4696895176,-477.325,-223.1075,-832.8635,70.4,-5.44,177.28,-661.972,342.942,-608.3225,161.6,-187.2,272.0,-658.983,-143.411,-677.954,110.08,-48.96,44.64,-723.399,-266.265,-923.174,17.28,-87.68,175.68,-776.835,268.766,-667.523,112.32,-196.16,206.72,-825.208,-165.493,-738.893,88.32,-65.6,-9.6,-367.22,173.972,-470.676,148.16,-0.64,184.96,-580.171,491.538,-181.963,228.48,-175.04,281.6,-578.89,111.203,-403.088,164.48,-44.8,61.12,57.9805,38.491,28.792,40.96,2.56,0.32,45.445,27.755,43.4625,39.04,8.96,9.6,50.142,18.056,54.29,15.36,3.2,12.0,3856233.29651,-11784347.8212,3310102.32372,19300351.5306,17996696.6615,21410056.5975,7271689.40953,-9469146.64829,3717498.37155,-101776.896,-1454102.4256,-296497.9712,674830.4384,2059521.6384,224464.896,-146086.6048,-2416023.3472,-100868.5056,2827254.26227,2669235.18315,2714290.21679,120636.420096,390773.102592,56643.858432,0.110477123795,0.110477123795,0.110477123795,0.0551492138136,0.0551145750129,0.0562165300137
-647.95298,28.76638,-659.20016,149.184,-75.8656,169.1136,-748.7811,411.5304,-347.67316,212.1536,-191.6352,218.8736,-799.0756,17.35084,-477.8923,152.1856,-59.744,6.5856,105.245348828,175.028834014,119.775641061,43.3717002664,53.7661649798,9.61838027113,47.7471845144,78.4013652799,148.194051408,27.1188239981,11.513422122,33.1613571351,70.4144547578,93.1425618427,102.78522608,19.8615717565,10.9054291066,24.6642656619,-705.8005,110.959,-636.413,148.16,-87.68,175.68,-764.3605,432.1545,-269.193,228.48,-196.16,206.72,-829.478,59.231,-416.1115,164.48,-65.6,-9.6,-789.523,-264.984,-871.873,70.4,-144.96,148.48,-826.245,268.766,-637.816,161.6,-212.48,181.44,-874.13,-157.563,-677.954,115.52,-72.0,-18.24,-470.432,220.027,-454.45,195.52,-0.64,177.28,-662.704,512.217,-160.43,242.56,-175.04,272.0,-664.168,134.566,-363.987,170.88,-44.8,44.16,72.163,86.254,87.474,44.16,56.96,1.6,33.0315,56.7605,89.2735,14.08,8.16,24.96,35.38,51.6365,36.3865,6.4,6.4,8.64,-1725875.68235,-15552654.044,-1003482.84844,20777330.2597,12689450.4139,18739824.3474,-219811.589297,-6663844.88893,54731.939693,-678980.608,-2047078.8096,-464786.0224,1244779.3152,2278219.264,26200.6784,-619891.9168,-2078644.8384,-6398.8736,2733819.90069,2643885.22982,2674207.35459,184425.848832,394819.55328,83684.726784,0.109677123795,0.109677123795,0.109677123795,0.0554732137938,0.0549595287877,0.0551145750129
-729.42214,193.9556,-594.5731,186.7456,-141.6512,152.4544,-777.88664,487.30094,-240.9805,227.328,-210.368,184.0128,-854.31964,96.62522,-401.93998,166.8352,-72.1088,-13.536,22.3171075958,42.2095017469,50.5156999264,10.6272939472,23.5700461298,10.9938681382,17.976572949,32.4801102242,27.0625487685,9.08664778673,10.5314523215,9.15691280727,8.93695226296,17.7908525757,13.6125907975,2.94244132652,3.22270981629,4.07155203823,-725.961,202.581,-605.4555,189.6,-144.96,148.48,-772.9005,498.7665,-245.0065,228.48,-212.48,181.44,-854.793,100.0705,-402.0815,167.36,-72.0,-14.4,-789.523,107.909,-650.016,148.16,-166.4,138.88,-826.245,418.216,-278.343,215.36,-227.84,175.68,-874.13,52.094,-421.205,160.64,-76.16,-18.24,-700.219,257.176,-454.45,195.52,-87.68,175.68,-749.934,530.578,-160.43,242.56,-196.16,206.72,-833.748,134.566,-363.987,170.88,-65.6,-6.4,10.5835,21.411,11.9865,5.6,18.24,9.6,10.7665,17.1105,11.9865,8.0,11.2,2.88,5.734,11.346,10.309,2.56,2.56,2.56,-7042979.17152,-18929264.2938,-4123700.70771,21638838.3643,9363866.24827,17167544.2259,-5829829.75377,-5901170.99093,-1942083.82548,-1326741.6064,-2387410.5344,-601400.32,1422042.7264,2093245.6448,-113197.2608,-1067707.1872,-1931826.3808,48771.7888,2784072.40682,2708255.78543,2704007.74239,236912.031744,390212.25984,99757.522944,0.109677123795,0.109677123795,0.109677123795,0.0550422512259,0.0554732137938,0.0557687638222
-706.56178,231.922,-623.51516,179.3792,-167.3792,141.2416,-757.15518,522.82002,-254.96048,214.8544,-225.024,178.816,-847.0155,103.71342,-419.7166,163.7632,-75.0336,-9.5232,14.0205842222,15.6485629244,16.5779288687,7.49023146238,8.6068483988,3.42498079411,11.5264234465,17.006601727,9.55354603745,7.0088299052,7.04,2.12360448295,7.76348847684,7.58836361567,12.5519858748,2.81786120311,1.24140204608,4.83213138894,-703.818,234.423,-631.1975,183.04,-166.4,139.84,-754.936,528.565,-256.7795,215.36,-227.84,178.88,-845.155,104.0965,-418.216,164.16,-75.2,-9.92,-733.83,195.322,-649.101,169.92,-177.6,137.6,-794.22,470.127,-272.487,206.72,-233.28,175.68,-866.993,83.326,-442.494,159.36,-76.48,-16.64,-685.335,257.176,-588.528,192.32,-144.96,148.48,-740.967,545.096,-239.181,230.08,-212.48,182.4,-835.029,117.364,-391.376,168.32,-72.0,-1.92,11.3765,10.4005,8.2045,8.0,8.32,2.24,8.7535,9.8515,7.7775,5.92,4.16,1.76,6.0695,5.002,9.2415,3.2,0.96,4.48,-8187440.54791,-19784565.4392,-4391806.92902,22018637.411,9649690.55807,17771248.1591,-7234861.87251,-6667974.23148,-2176588.82888,-1498132.992,-2415448.6784,-614277.9392,1267767.1936,1920918.9376,-78141.0304,-1180949.504,-2011844.1984,35770.7776,2827514.39946,2736428.81837,2713887.48723,240851.386368,386629.711872,97715.847168,0.109677123795,0.109677123795,0.109677123795,0.0551145750129,0.055517087629,0.0554732137938
-687.9885,241.49046,-639.2068,168.64,-177.8496,139.4816,-741.92592,538.63976,-266.50412,205.696,-231.6928,180.0192,-837.37384,102.46414,-436.62458,160.8896,-75.8464,-6.7392,8.80672065016,10.0896729842,9.01551934611,4.51506279026,4.27953313342,1.49360149973,7.45428026798,6.81683512654,9.16066341842,4.95907088072,2.4302814981,1.71271461721,5.62933383043,6.652600935,9.06714711051,2.19221254444,1.34930761504,3.55036214491,-686.5855,242.8715,-638.914,167.84,-179.04,139.84,-742.0955,537.8675,-268.8575,206.72,-231.68,180.16,-836.0355,102.0225,-438.407,160.64,-75.84,-6.72,-715.591,219.295,-662.155,164.16,-185.92,137.6,-765.428,526.369,-282.186,200.32,-235.52,176.64,-855.708,87.352,-450.119,157.44,-81.92,-16.64,-673.806,264.313,-617.991,183.04,-166.4,145.6,-729.56,555.039,-239.486,216.64,-227.84,182.4,-827.465,117.364,-416.569,164.16,-73.92,-1.92,7.1675,5.734,6.4355,3.68,2.72,0.96,5.856,5.0935,6.3745,4.8,1.6,0.96,4.514,5.002,6.3745,1.76,0.64,2.08,-8306526.54259,-19980473.012,-4290888.34102,21985139.209,9883844.70466,18278947.1331,-7718147.32464,-7177878.39293,-2235095.17981,-1498683.1872,-2382440.448,-610083.84,1176120.7296,1851342.336,-54270.5664,-1240352.256,-2085451.3664,25622.6304,2821475.37296,2735391.78326,2707479.09425,238697.9328,385298.2272,95108.364288,0.109677123795,0.109677123795,0.109677123795,0.0552771237955,0.0558514862604,0.0566989350059
-683.64164,250.65632,-638.2247,165.0432,-185.472,139.7248,-735.60876,544.26396,-268.74404,202.9056,-234.048,180.032,-833.95662,100.55728,-443.09302,158.432,-77.3312,-3.9936,5.18911134881,11.929015266,10.2756034494,1.04490657956,4.45248694552,2.2948797267,3.50788422591,6.89080537807,6.52428305321,2.28869583825,2.41933544594,1.10666345381,3.5871753171,6.22713193064,3.70622446428,2.06120741314,3.18820867573,2.99177924319,-683.932,252.2045,-639.158,164.48,-185.92,138.56,-735.721,545.3095,-268.949,201.92,-232.96,180.48,-833.687,100.4975,-443.4395,158.4,-75.84,-3.52,-698.45,219.295,-662.155,164.16,-192.64,136.96,-743.102,526.369,-282.186,200.32,-237.44,178.56,-842.959,87.352,-450.119,154.56,-81.92,-8.0,-673.806,267.79,-619.272,167.04,-180.48,144.32,-729.377,556.747,-255.651,208.32,-228.48,182.4,-827.465,117.425,-431.758,161.28,-73.6,1.6,2.745,8.2045,6.8015,0.32,4.48,1.6,2.7755,4.148,4.4225,1.6,2.56,0.96,2.379,3.6295,2.257,0.96,1.92,1.28,-8569033.35474,-20017666.8256,-4193115.30037,21813939.3814,9884631.29801,18475859.3796,-7995568.04246,-7312657.2065,-2227341.17396,-1530652.2624,-2374397.1328,-612392.3456,1152990.4128,1826498.7648,-31851.8272,-1295556.608,-2106697.9328,15192.1664,2813400.20009,2729007.6591,2705976.64822,243564.969984,385118.957568,93360.377856,0.109677123795,0.109677123795,0.109677123795,0.0544771237955,0.0550422512259,0.0566989350059
-683.13412,264.9291,-632.99822,164.8704,-191.9744,137.6704,-732.14884,552.84544,-264.80222,201.8176,-236.3072,178.6816,-833.0038,104.09284,-444.18004,157.9328,-76.6144,-3.0912,6.09645902025,12.5102553103,9.85984564644,1.30893691215,3.08718911633,2.86380513304,5.27064229999,8.43230922384,4.92194768477,2.95125367259,2.06811125426,1.25559127108,4.18296352841,6.36442745064,4.41865339197,1.85402377547,3.42689373048,2.41561639339,-683.139,261.324,-631.594,164.48,-192.64,136.96,-732.061,551.9585,-264.5265,201.92,-236.16,178.88,-833.077,103.7,-444.3545,158.4,-75.52,-3.2,-698.45,241.743,-652.944,162.88,-196.48,135.04,-742.614,537.776,-275.415,197.12,-239.68,175.68,-842.959,91.622,-453.901,154.56,-81.92,-6.72,-671.488,297.985,-617.564,167.04,-185.92,144.32,-720.959,573.095,-255.651,205.12,-231.68,181.12,-824.476,117.425,-431.758,160.32,-73.6,1.6,3.599,5.4595,7.686,1.28,2.24,1.28,3.66,5.7645,3.9345,2.88,0.96,0.96,3.2635,4.453,3.0195,1.28,1.6,1.28,-9048623.7534,-20236742.2597,-4335127.7491,21619144.1941,9693609.54712,18499798.5857,-8385014.47375,-7320123.36323,-2311719.1616,-1582521.856,-2384477.4912,-604801.536,1134909.44,1803155.3536,-24484.9664,-1321046.7328,-2111081.7792,11621.1712,2813511.87094,2735769.98771,2706312.25712,249027.01056,385539.342336,92529.321984,0.109677123795,0.109677123795,0.109677123795,0.055555936232,0.0552048000085,0.0556964400353
-684.9324,268.705,-627.16662,165.952,-196.9792,133.3376,-731.94998,554.12766,-261.3423,198.496,-237.9968,176.4096,-833.9554,103.25104,-441.56314,159.616,-75.9872,-5.3824,6.84275367962,12.1451229784,12.7378171519,2.20033452002,3.74176206619,3.08692375027,5.43088710798,7.80773702838,6.4020974852,2.60067683498,1.381288442,1.80570757322,4.81362282278,6.0426559358,6.18347236433,2.42356431728,1.66056260346,2.42583640009,-686.5855,267.668,-625.0365,165.76,-195.52,135.04,-731.7255,552.3245,-261.3545,197.76,-238.56,175.68,-833.565,102.358,-441.7925,159.68,-75.84,-5.12,-699.67,241.133,-652.944,162.88,-204.16,128.0,-741.577,537.471,-275.415,195.2,-239.68,174.4,-844.118,92.903,-453.901,156.16,-79.36,-9.28,-671.488,297.985,-601.46,170.24,-192.64,136.96,-720.959,573.095,-246.623,203.2,-235.52,179.52,-824.476,116.998,-428.281,163.84,-73.6,-1.92,4.5445,7.869,6.588,1.92,1.28,1.92,4.1785,5.856,3.7515,1.28,0.8,1.28,3.904,4.514,4.697,0.64,0.96,1.92,-9201793.3862,-20278606.6279,-4304669.72314,21474986.5443,9563910.33763,18411416.1136,-8427242.93063,-7241832.85717,-2280251.48322,-1634808.832,-2362121.3184,-606491.648,1106179.8912,1750933.0944,-42921.984,-1312848.0768,-2099164.4672,20468.8384,2805087.95434,2733718.43014,2703654.93913,252444.475392,381526.253568,93884.424192,0.109677123795,0.109677123795,0.109677123795,0.0559481162285,0.0568539812311,0.0557930700033
-688.446,272.50286,-621.79862,167.9104,-202.6368,130.08,-732.74908,553.6787,-259.35492,198.4768,-239.5712,174.4384,-835.81956,96.25922,-439.52574,159.4304,-76.9536,-7.4112,4.64195170591,12.5540122829,8.85520921015,1.49688871998,4.06667502513,2.75367390953,4.38920395443,7.60689566709,5.24638357667,2.44757957174,1.43195620045,0.725885280192,3.94709049382,5.80314246694,4.71276399074,3.20721746067,1.38340704061,3.22064381141,-688.629,272.5785,-621.651,168.0,-204.16,130.24,-732.3355,552.3855,-259.433,197.76,-238.72,174.4,-835.517,95.831,-440.2675,160.0,-76.8,-7.04,-699.67,241.133,-636.413,165.76,-206.4,124.48,-741.577,537.471,-271.694,195.2,-242.88,173.12,-844.118,82.96,-447.496,153.6,-79.36,-12.48,-674.66,301.767,-601.46,170.24,-195.52,135.68,-724.68,569.191,-246.623,202.56,-238.4,175.68,-826.733,109.617,-428.281,163.84,-74.88,-1.6,1.9825,9.2415,6.466,1.6,2.24,1.28,3.3855,5.49,2.3485,1.76,0.32,0.32,2.7755,3.782,3.66,1.92,0.96,2.24,-9379784.42952,-20284965.8095,-4023033.00813,21402708.0951,9501769.13902,18367845.3767,-8473424.23931,-7180357.12964,-2114722.64565,-1701447.0656,-2377468.2112,-613417.472,1092005.7856,1731066.368,-58817.536,-1317746.5856,-2089515.4176,28377.8048,2805320.37938,2732552.83835,2703343.5497,258608.228352,381674.170368,94252.222464,0.109677123795,0.109677123795,0.109677123795,0.0554008900068,0.055483612445,0.0566989350059
-687.84698,283.82324,-618.0032,167.7824,-208.5824,128.7488,-728.91584,560.5961,-257.20162,199.0848,-241.3632,172.9856,-833.89074,94.92576,-442.87342,157.1584,-76.4928,-6.7584,7.132553331,11.0908022605,15.6330992321,1.15632964158,3.1168,3.34188488132,4.0094063369,8.61004790056,8.56686823265,2.10812735858,2.59481131491,1.32881324497,3.86352272834,4.79806565841,4.73820875897,2.67933078212,1.47472443528,4.37389316742,-688.202,284.626,-619.577,167.68,-206.4,130.24,-729.2245,560.2545,-259.006,200.0,-240.0,173.12,-833.748,95.6175,-443.531,156.8,-76.8,-5.44,-710.711,260.775,-639.585,166.08,-212.8,124.48,-739.991,545.889,-271.694,195.84,-245.76,171.2,-840.885,82.96,-452.864,153.6,-79.04,-12.48,-674.66,304.634,-576.816,170.24,-204.16,133.12,-721.142,583.831,-235.46,202.56,-238.72,174.72,-824.049,107.299,-431.392,161.28,-74.88,-0.64,4.331,9.15,8.54,0.64,2.24,2.88,2.562,6.039,4.819,1.28,1.28,1.28,2.5925,2.928,2.7755,2.56,1.6,3.84,-9760414.72155,-20430837.5752,-3957999.06691,21250295.656,9373971.10378,18465313.2916,-8771701.22538,-7209969.64021,-2101814.73108,-1749764.7104,-2402622.5664,-601067.52,1080037.6832,1721958.4,-53089.8944,-1342720.8192,-2087549.5424,25797.0176,2808105.98302,2735707.68589,2701745.79353,264768.073728,383483.738112,91872.21504,0.109677123795,0.109677123795,0.109677123795,0.0543324762216,0.0559481162285,0.0554732137938
-684.86896,289.79392,-619.20002,167.232,-212.2496,126.6112,-725.30098,566.15198,-257.77502,195.712,-244.3648,171.8784,-831.94362,95.6114,-446.98482,156.288,-76.2048,-6.368,8.96390182668,10.4183788486,16.3295698418,1.39043590287,2.24369067387,3.56888814058,5.96789147183,8.81740759518,9.49144859648,3.54146184506,3.4724114042,0.811160551309,4.80940170454,4.8747206443,6.36055269199,1.33175373099,1.64917705538,3.79668908393,-683.749,289.323,-623.054,166.72,-212.48,125.44,-726.144,565.531,-258.7315,195.84,-244.48,171.84,-831.6435,96.441,-447.191,156.16,-75.2,-6.56,-710.711,264.374,-642.696,164.8,-216.96,122.56,-739.991,547.475,-274.073,191.04,-248.64,171.2,-842.776,83.997,-460.123,154.24,-79.04,-11.2,-670.146,311.649,-576.816,169.6,-206.08,133.12,-711.565,584.624,-235.46,200.32,-238.72,174.08,-819.718,105.408,-431.392,159.04,-73.92,-0.64,5.6425,7.381,9.699,0.64,2.24,2.24,4.6665,5.368,6.039,3.2,3.84,0.64,3.0805,2.501,3.9955,0.64,1.28,4.64,-9922062.06122,-20530467.5846,-3977280.88332,21197617.9167,9347152.34233,18593164.5186,-8975563.80867,-7299157.34408,-2136218.32311,-1774666.8544,-2391103.8976,-595477.0944,1058768.5888,1681947.8528,-49864.4992,-1343558.7584,-2100043.776,24199.168,2810670.66664,2739722.96095,2703463.51757,267199.604736,382754.353152,90877.710336,0.109677123795,0.109677123795,0.109677123795,0.0552048000085,0.0554008900068,0.0604461612276
-683.14144,291.84962,-621.44726,167.6672,-215.0272,123.296,-724.29692,566.57044,-261.24348,192.9792,-246.1696,171.1104,-831.80332,90.1153,-449.56878,156.9408,-76.0128,-6.6304,7.86226309445,11.4156351797,11.8977312977,2.31106472432,2.63953256468,2.52718974357,5.93142169076,9.00719448033,6.04917583887,2.13841421619,1.96537320629,1.20761742286,5.52481738138,7.39617139133,5.86013497554,1.61041092892,1.84849240193,2.17321233201,-684.0845,292.5255,-621.59,167.04,-216.64,122.56,-724.6495,565.714,-260.775,192.96,-246.24,171.2,-831.0335,90.707,-448.655,156.16,-76.48,-6.4,-700.524,269.864,-644.953,164.8,-218.56,120.0,-736.514,545.828,-274.073,190.4,-248.64,168.64,-842.776,76.372,-460.794,154.88,-79.04,-11.2,-669.353,320.555,-598.837,171.52,-210.24,128.64,-711.565,584.624,-247.111,200.0,-243.2,172.8,-819.718,102.724,-440.42,159.36,-73.6,-1.6,6.161,8.3265,7.869,2.08,0.64,0.96,4.7885,6.1,4.5445,1.12,1.92,0.64,3.9345,6.1,3.8125,0.96,1.6,1.28,-9968635.12794,-20517534.2184,-3747780.07049,21223772.5504,9460230.16111,18697269.9979,-9070931.3977,-7401825.33418,-2025715.89402,-1802609.8688,-2375321.1904,-596459.9296,1033650.2784,1651072.512,-52002.816,-1325309.5424,-2106157.4656,25135.9232,2815166.43786,2742027.45447,2706747.55964,268708.755456,381387.319296,91389.167616,0.109677123795,0.109677123795,0.109677123795,0.0544048000085,0.0544048000085,0.0600539812311
-684.69694,291.29452,-616.56482,169.0496,-218.3936,120.6656,-724.33718,563.45334,-262.24266,193.0496,-244.768,169.5296,-831.8326,82.12064,-450.67654,157.088,-76.2048,-4.9792,6.43250376886,10.7368902858,10.1130780551,2.43792121284,1.62191708789,1.13198614833,4.69378079032,8.99755095036,5.41709413841,2.34194531106,1.64325530579,1.42432715343,4.61068006697,7.91520129311,5.79162167,1.81837729858,1.40655926288,2.28091546533,-684.908,292.251,-616.4355,168.96,-218.56,120.32,-724.0395,562.725,-262.3,192.96,-244.8,169.44,-831.003,81.313,-450.363,157.44,-76.48,-3.84,-696.498,269.254,-644.953,164.8,-222.08,119.04,-736.514,542.046,-273.829,190.4,-248.64,167.36,-842.593,60.329,-462.38,149.44,-78.08,-9.28,-669.353,320.555,-598.837,172.16,-216.64,122.56,-715.469,584.014,-251.015,196.8,-242.24,172.8,-823.927,101.687,-440.42,159.36,-73.6,-2.56,4.697,6.3135,5.185,2.24,1.6,0.64,3.2025,5.368,4.331,2.24,1.28,1.12,3.172,4.7885,4.3615,1.12,0.32,1.28,-9971669.34297,-20406090.9828,-3415709.79219,21106104.1711,9497428.1646,18744081.8635,-8983314.43213,-7388773.42435,-1849935.24377,-1846015.1808,-2362585.4976,-598560.4608,1019823.5136,1636458.0864,-39013.1712,-1317556.6336,-2074831.1552,18933.76,2802220.51966,2733142.68546,2705748.20792,272530.722816,377790.062592,91557.2736,0.109677123795,0.109677123795,0.109677123795,0.0551145750129,0.0544048000085,0.0560614837886
-677.53798,288.3836,-627.08488,167.6032,-219.2512,119.5392,-720.28556,562.77502,-273.98394,192.896,-245.6704,170.176,-827.28688,68.5884,-459.76432,153.2544,-74.496,-4.1856,9.08528757605,11.1821036536,13.0882225465,3.07503849732,1.59533399638,0.724529750942,6.88729667768,9.45557212334,11.3084537695,3.15163449657,2.53511101138,2.23908552762,7.08037213892,12.644974839,10.2265741545,4.14215990034,2.8906469864,2.0538316971,-679.296,289.1705,-626.348,167.68,-219.52,119.68,-721.325,563.03,-272.0905,191.36,-245.6,169.28,-828.9595,72.712,-458.2015,152.64,-75.84,-3.2,-694.302,260.836,-660.02,161.6,-222.08,118.4,-737.673,540.948,-297.009,185.92,-250.24,167.36,-839.604,35.441,-481.595,146.88,-78.08,-9.28,-654.713,311.832,-599.996,172.16,-217.28,120.32,-705.282,588.04,-252.235,197.76,-242.24,173.44,-810.873,94.611,-442.86,159.36,-68.8,-2.56,5.3985,7.3505,9.028,1.92,0.96,0.64,3.9345,5.612,8.54,1.12,1.76,1.92,2.7145,10.1565,6.7405,4.8,0.96,0.64,-9769128.7975,-20267259.2561,-2840277.45141,21238752.6452,9865697.66674,19015444.8752,-9042061.2564,-7708824.15077,-1571585.03132,-1837423.8208,-2369310.6176,-571301.0688,1001750.1184,1641163.0592,-31982.3872,-1310456.832,-2090575.5648,15578.7264,2807511.43583,2732576.80285,2702417.37077,271392.202752,379632.16896,87251.447808,0.109677123795,0.109677123795,0.109677123795,0.0554732137938,0.0552048000085,0.0560614837886
