accX1_avg,accY1_avg,accZ1_avg,mgX1_avg,mgY1_avg,mgZ1_avg,accX2_avg,accY2_avg,accZ2_avg,mgX2_avg,mgY2_avg,mgZ2_avg,accX3_avg,accY3_avg,accZ3_avg,mgX3_avg,mgY3_avg,mgZ3_avg,accX1_stdev,accY1_stdev,accZ1_stdev,mgX1_stdev,mgY1_stdev,mgZ1_stdev,accX2_stdev,accY2_stdev,accZ2_stdev,mgX2_stdev,mgY2_stdev,mgZ2_stdev,accX3_stdev,accY3_stdev,accZ3_stdev,mgX3_stdev,mgY3_stdev,mgZ3_stdev,accX1_median,accY1_median,accZ1_median,mgX1_median,mgY1_median,mgZ1_median,accX2_median,accY2_median,accZ2_median,mgX2_median,mgY2_median,mgZ2_median,accX3_median,accY3_median,accZ3_median,mgX3_median,mgY3_median,mgZ3_median,accX1_min,accY1_min,accZ1_min,mgX1_min,mgY1_min,mgZ1_min,accX2_min,accY2_min,accZ2_min,mgX2_min,mgY2_min,mgZ2_min,accX3_min,accY3_min,accZ3_min,mgX3_min,mgY3_min,mgZ3_min,accX1_max,accY1_max,accZ1_max,mgX1_max,mgY1_max,mgZ1_max,accX2_max,accY2_max,accZ2_max,mgX2_max,mgY2_max,mgZ2_max,accX3_max,accY3_max,accZ3_max,mgX3_max,mgY3_max,mgZ3_max,accX1_mad,accY1_mad,accZ1_mad,mgX1_mad,mgY1_mad,mgZ1_mad,accX2_mad,accY2_mad,accZ2_mad,mgX2_mad,mgY2_mad,mgZ2_mad,accX3_mad,accY3_mad,accZ3_mad,mgX3_mad,mgY3_mad,mgZ3_mad,accX1_accY1_cor,accX2_accY2_cor,accX3_accY3_cor,accX1_accZ1_cor,accX2_accZ2_cor,accX3_accZ3_cor,accY1_accZ1_cor,accY2_accZ2_cor,accY3_accZ3_cor,mgX1_mgY1_cor,mgX2_mgY2_cor,mgX3_mgY3_cor,mgX1_mgZ1_cor,mgX2_mgZ2_cor,mgX3_mgZ3_cor,mgY1_mgZ1_cor,mgY2_mgZ2_cor,mgY3_mgZ3_cor,accX1_accY1_accZ1_fft,accX2_accY2_accZ2_fft,accX3_accY3_accZ3_fft,mgX1_mgY1_mgZ1_fft,mgX2_mgY2_mgZ2_fft,mgX3_mgY3_mgZ3_fft,accX1_accY1_accZ1_entr,accX2_accY2_accZ2_entr,accX3_accY3_accZ3_entr,mgX1_mgY1_mgZ1_entr,mgX2_mgY2_mgZ2_entr,mgX3_mgY3_mgZ3_entr
-943.64072,-134.50012,-78.42526,357.2032,173.6064,-156.672,-878.28654,211.75174,-212.6765,288.8704,-43.6096,204.8448,-790.15374,-263.4163,-437.64206,141.408,62.4704,43.7184,45.5566463643,172.395932759,43.8521691818,32.6284409336,42.3742951215,11.2749038133,38.0906586329,28.3743796195,116.96865796,21.7342002347,15.886708024,30.1979651129,53.4867056734,31.7360770507,61.5293707214,26.0121423954,11.1496541579,14.4764392528,-957.273,-181.109,-79.5135,367.36,162.88,-155.84,-875.3805,211.792,-251.503,296.32,-50.24,198.88,-806.0235,-261.995,-443.3175,155.52,61.44,40.32,-1025.593,-445.91,-157.38,282.56,129.6,-176.64,-949.526,129.503,-415.959,241.6,-63.04,167.04,-859.429,-355.02,-584.136,73.92,46.4,28.48,-858.087,191.662,1.525,388.8,261.44,-138.24,-802.028,259.616,14.03,309.44,-5.76,264.64,-636.169,-213.439,-344.955,161.28,93.12,77.44,36.051,101.992,38.8265,19.52,28.8,6.08,32.4215,17.812,63.4705,11.52,6.4,19.04,25.9555,24.4305,36.9355,5.76,5.76,7.36,6209569.39841,-9310588.35258,10354157.2624,3661934.49068,9199758.40851,17147232.6264,856994.41253,-2201789.16742,5818882.96992,3031844.9664,-644924.0064,429267.2512,-2797599.1296,2926311.1168,290784.8704,-1358861.1072,-427035.2384,142853.9392,2845252.17159,2632185.03009,2678746.56706,555800.229888,386837.932032,80461.756416,0.109677123795,0.109677123795,0.109677123795,0.0551145750129,0.0552215376005,0.0551145750129
-973.03052,-148.58868,-109.0497,370.0352,157.888,-142.0544,-887.28648,238.62956,-244.46482,293.3184,-60.8832,199.8208,-813.923,-234.0387,-442.53792,156.3264,46.5088,36.6144,19.8248327279,64.294603793,43.2066996028,10.627423063,15.1743446646,16.5575607092,24.1141801555,28.5971434092,51.6702463511,9.84329362764,7.4203604872,14.7485163783,17.0302517644,26.6170401752,28.213456965,2.33160353405,9.03547865694,4.34262048077,-971.059,-165.7065,-118.584,367.36,162.88,-138.24,-879.376,247.782,-256.871,289.28,-63.04,208.32,-813.74,-225.761,-453.8095,156.8,44.48,38.56,-1025.593,-219.539,-172.203,356.48,129.6,-172.48,-949.526,185.745,-295.423,280.0,-71.36,167.04,-859.429,-293.959,-473.482,151.04,36.16,28.48,-942.816,68.32,-27.023,388.8,172.8,-127.68,-846.375,280.478,-76.189,309.44,-50.24,215.68,-782.02,-190.137,-358.07,161.28,61.44,40.32,14.5485,27.7245,28.426,9.28,9.92,10.56,14.7925,15.86,20.5265,8.0,6.72,7.36,13.908,12.322,10.004,1.6,7.84,1.76,7227139.35376,-10565998.5702,9537280.33507,5286786.26957,10809809.5936,17996133.5775,890839.7727,-2956194.83971,5160199.51286,2913251.9424,-889318.8096,364344.1152,-2636849.5616,2923604.2752,285943.1936,-1108978.4832,-613225.2672,83591.3728,2961457.39412,2724160.5521,2744637.20736,547954.434048,390120.812544,84142.682112,0.110477123795,0.110477123795,0.110477123795,0.0544771237955,0.0551492138136,0.0562165300137
-959.03224,-179.92926,-151.7314,355.9296,175.1104,-122.976,-868.97306,260.60176,-277.53536,279.7376,-68.2112,216.1536,-802.1378,-215.37514,-465.83138,151.8912,37.4336,40.5248,16.2711979492,32.5548595904,22.5578989722,6.86802008151,6.47295696263,6.01404223464,15.1651801023,10.6652171128,24.6544540282,6.63124318963,3.18997469582,6.17665986112,14.4332857825,11.0938981878,14.5304923976,3.98993164854,2.83880944059,2.33819951245,-953.613,-174.7955,-147.742,356.48,172.8,-127.68,-868.1215,261.263,-277.794,280.0,-69.12,215.68,-800.808,-215.8485,-463.051,151.04,36.48,40.32,-999.302,-245.708,-185.623,344.96,162.88,-138.24,-901.824,235.521,-312.32,271.04,-72.0,208.32,-831.735,-239.791,-493.002,143.36,33.28,37.44,-936.472,-105.896,-96.746,367.36,185.6,-116.48,-843.142,280.478,-230.336,289.28,-63.04,224.96,-779.519,-190.137,-425.719,158.4,42.56,48.32,8.6315,22.7835,18.3305,6.56,4.48,5.76,10.126,6.5575,20.4045,7.36,2.88,6.08,10.98,8.9365,9.2415,3.2,0.64,0.96,8628937.33931,-11321701.0593,8641321.91756,7272342.59387,12053458.6083,18678602.8684,1384645.79046,-3620481.2074,5017673.16798,3114147.4304,-953429.2992,284701.696,-2190335.7952,3021336.8832,307454.464,-1074944.8192,-737682.0224,75811.5328,2930919.66984,2703014.71205,2722058.71571,517793.599488,389161.715712,78431.748096,0.110477123795,0.110477123795,0.110477123795,0.0534653937903,0.0554008900068,0.0551145750129
-952.9359,-199.06374,-169.35552,346.7584,183.8272,-112.1152,-860.72586,266.24426,-297.42258,272.6656,-69.9008,225.6384,-796.18908,-212.63868,-478.66944,146.2848,36.4224,42.1696,12.1363834617,19.5264977442,20.2028037908,4.57001678772,4.31476304796,5.57269135697,10.5665016993,10.8628693812,14.2865036424,2.57025147408,2.13434002914,4.69981419207,9.33813407023,8.2415098773,9.10437994849,3.185252417,1.72526004996,3.49974682513,-950.9595,-202.7945,-170.434,344.64,185.28,-112.64,-858.941,265.0145,-301.218,272.64,-70.08,224.96,-796.2635,-211.9445,-479.765,146.56,36.48,41.28,-999.302,-245.708,-205.997,338.88,172.8,-127.68,-895.541,240.889,-314.089,270.08,-72.64,215.68,-831.735,-230.58,-493.124,141.12,33.28,36.8,-928.237,-152.927,-122.488,356.48,189.12,-102.08,-839.055,303.292,-260.714,280.0,-65.92,232.32,-778.848,-196.664,-458.049,151.04,39.36,48.32,7.1675,8.357,12.3525,1.6,2.88,4.8,6.2525,5.368,7.442,2.24,1.28,4.8,5.0935,7.2285,4.3005,3.2,0.32,1.92,9484011.66747,-11456815.2838,8466685.98832,8064929.71506,12797492.1903,19053922.2218,1692804.25669,-3961635.78253,5088542.60094,3186235.4944,-952905.728,266440.0896,-1944858.9312,3075689.2672,308102.8608,-1029547.3152,-788821.6064,76787.3024,2931993.67033,2701886.88068,2725484.1153,500022.607872,390535.766016,73588.43904,0.110477123795,0.110477123795,0.110477123795,0.0552771237955,0.0551145750129,0.055555936232
-949.25272,-209.01406,-184.44814,340.3904,188.9472,-106.432,-855.87026,269.97014,-312.09064,268.48,-70.7584,232.384,-791.52136,-214.21858,-490.00324,142.9696,37.7536,47.3344,9.43124896085,17.4820091882,22.7113602578,3.14775917757,2.78176277925,2.56639201994,8.99286992191,15.7181166187,13.3530577798,3.27339823425,2.04863990003,3.67206100167,8.83237501188,11.1979538758,10.7690648741,2.40685102156,1.41740856495,6.03124536394,-948.977,-205.2955,-186.416,338.88,189.12,-106.24,-855.891,269.559,-311.5575,270.08,-69.44,232.0,-792.695,-212.7985,-489.525,143.04,37.44,48.32,-967.521,-256.993,-231.312,335.68,184.96,-111.68,-875.533,241.804,-342.088,264.0,-74.56,224.96,-809.653,-237.9,-513.437,138.88,36.16,36.8,-928.237,-182.146,-149.45,344.32,196.8,-102.08,-839.055,303.292,-291.946,273.6,-69.12,238.08,-777.75,-193.492,-473.482,146.56,39.68,54.08,6.0085,8.1435,17.4765,3.2,1.28,1.76,7.5335,11.895,10.3395,3.2,0.32,3.84,8.5705,7.9605,7.5945,1.92,1.28,4.48,9920199.44397,-11550172.357,8476528.99705,8747679.91174,13353875.9619,19389558.1074,1923122.94904,-4209802.51557,5250673.96457,3215426.6624,-949888.6144,269789.3888,-1811388.6208,3119003.4432,337973.1456,-1005621.9648,-822096.6912,89702.5024,2939097.28512,2709913.74321,2738454.64902,488756.017152,393356.94336,72451.09248,0.109677123795,0.109677123795,0.109677123795,0.0544048000085,0.0544771237955,0.0557687638222
-944.61306,-221.89604,-190.35904,336.096,193.3568,-104.4352,-850.35342,266.82376,-325.34106,263.5328,-70.6048,238.9696,-782.47262,-219.9355,-499.3582,141.408,40.672,53.1072,6.52156143699,17.7271825341,18.0417779367,1.9467470303,3.3153976775,4.91333297874,6.66774690908,14.5855138553,10.1490890752,2.53363220693,2.14066367279,4.32238867294,6.30784940179,10.6964034858,6.89173669839,1.9739098257,2.45984064525,2.3296,-944.28,-219.112,-188.795,335.68,192.96,-103.36,-849.486,265.35,-323.6355,263.68,-70.08,239.84,-782.447,-221.735,-499.1935,141.12,39.68,52.8,-961.665,-256.993,-231.312,332.8,189.12,-111.68,-865.773,241.804,-342.088,259.84,-74.56,232.0,-804.224,-237.9,-513.437,138.88,36.48,45.12,-930.738,-195.871,-153.964,338.88,196.8,-96.0,-838.384,301.34,-310.551,270.4,-68.16,244.8,-769.698,-193.492,-483.547,145.28,45.44,56.0,4.819,15.189,9.1805,0.32,3.52,1.92,4.209,8.54,8.9975,2.24,1.6,4.0,3.782,5.368,4.4835,0.96,1.28,0.64,10481413.6689,-11343590.6604,8603229.70195,8988229.13265,13832962.8311,19536330.8426,2102503.02677,-4335122.98622,5493167.02472,3249060.6592,-930490.2656,287466.496,-1755032.064,3148318.5152,375444.5824,-1009636.352,-843337.216,108212.9408,2935351.61795,2701508.5896,2730586.00549,483879.020544,394712.18688,73458.548736,0.109677123795,0.109677123795,0.109677123795,0.0550422512259,0.0534653937903,0.0551145750129
-944.99614,-214.12952,-189.78686,335.2704,193.1392,-101.7728,-851.38432,267.87418,-319.70344,262.8864,-70.848,240.032,-783.66944,-221.66058,-496.8145,141.1264,40.8,53.0304,4.96965184298,17.7315046787,5.82766570424,1.56118027146,3.48324666942,4.46303530795,5.10816840928,7.14826193334,12.5127339557,2.3690721897,2.15329329168,3.05210222634,6.37552390054,5.76870765801,6.63000410332,0.980036244228,3.0527731655,2.43455865405,-945.4695,-209.8095,-189.71,335.68,195.84,-101.44,-850.8585,269.3455,-315.37,262.4,-71.04,241.6,-782.691,-222.223,-497.4245,141.12,40.64,53.44,-952.454,-249.673,-203.191,332.48,188.8,-111.68,-862.052,249.307,-341.966,259.84,-73.92,236.16,-794.586,-237.778,-509.411,138.88,36.8,48.0,-932.385,-179.584,-177.083,337.28,196.8,-96.0,-838.384,281.881,-301.523,267.52,-68.16,244.8,-769.698,-209.23,-483.303,142.4,45.44,56.0,3.782,10.126,4.575,0.32,0.96,1.92,3.233,4.4225,9.3025,0.96,2.24,3.2,5.1545,3.66,5.49,0.96,2.88,0.8,10116548.9041,-11404005.583,8684859.24364,8967482.26551,13607916.0255,19465558.5277,2031006.87322,-4278598.48454,5507249.59202,3237507.2768,-931360.3584,287830.2208,-1706063.2576,3154796.1344,374118.2976,-982949.2736,-850177.7408,108418.1504,2925783.82069,2697167.65723,2730641.20072,480303.550464,395290.871808,73229.193216,0.109677123795,0.109677123795,0.109677123795,0.0554732137938,0.0534653937903,0.0562165300137
-941.24952,-227.84842,-195.35738,331.2768,195.9424,-99.9808,-846.10538,268.87336,-332.03642,260.2112,-70.1312,242.112,-774.67316,-227.21524,-509.34878,139.04,41.4208,53.9904,7.36111484013,28.9032941653,12.4601192159,5.18817017454,6.54286620985,2.55852757656,8.9358824005,6.90432223396,23.4698331644,4.91733287057,2.24945205772,5.50995027201,14.3446070582,9.30680388438,18.448334349,3.01225231347,3.26660915324,3.53801354435,-941.474,-224.236,-191.7535,332.48,195.84,-100.48,-848.022,270.718,-335.2255,261.12,-69.12,241.92,-778.0855,-226.676,-506.91,139.2,42.56,54.4,-952.393,-278.404,-224.602,322.56,188.8,-103.36,-862.052,249.429,-371.185,253.76,-73.92,236.16,-794.586,-247.355,-544.059,131.84,36.8,48.0,-923.662,-179.584,-176.168,337.28,207.68,-93.44,-826.794,281.881,-301.523,267.52,-67.52,250.88,-750.544,-209.23,-483.303,142.4,45.76,61.12,5.7035,23.18,6.222,4.8,6.08,1.76,6.3745,3.904,23.5765,6.4,0.96,4.8,12.383,7.442,16.775,2.24,1.6,2.88,10715410.1865,-11375449.8066,8795368.52309,9191766.72379,14037922.6963,19716393.9285,2234719.89091,-4460863.39776,5794167.93163,3243898.88,-912777.0112,287729.5616,-1656388.608,3148749.0048,374898.3808,-979050.0864,-848670.1056,112084.7872,2931224.72494,2697341.20415,2735442.52557,474630.524928,393918.222336,71985.088512,0.109677123795,0.109677123795,0.109677123795,0.0552215376005,0.0544771237955,0.0551145750129
-924.49282,-244.74542,-204.18408,321.728,206.176,-96.2368,-829.16812,271.03886,-351.1648,251.8336,-70.208,250.688,-753.11454,-234.25708,-532.26404,131.1616,42.8992,57.2544,20.2939139337,20.1874992548,18.1221751827,6.47855786422,6.0044996461,4.4638841562,17.8649071944,12.4002891531,12.3621763828,5.86377276504,2.81017579521,5.23901670163,14.0190316787,8.89197600501,11.6107904433,6.20986033981,1.81404723202,2.78369837447,-930.5245,-246.196,-205.021,322.56,207.68,-96.0,-834.5715,269.01,-351.848,253.76,-69.28,250.88,-754.814,-234.8805,-532.5605,131.84,42.56,57.28,-947.696,-278.404,-237.839,307.84,195.84,-102.08,-852.414,249.429,-371.185,239.36,-75.52,241.92,-778.604,-255.59,-563.457,120.96,38.4,51.52,-859.002,-204.594,-165.737,332.48,215.36,-86.4,-770.857,309.392,-330.681,261.12,-67.52,262.72,-710.955,-208.315,-506.361,139.2,45.76,61.12,7.7775,16.8665,15.738,5.12,3.2,2.56,7.869,7.625,12.7795,3.2,1.12,4.48,5.917,6.0695,6.9235,6.72,0.96,0.64,11322492.5607,-11227923.4387,8822077.47411,9431023.4814,14560407.2723,20036026.928,2501993.62778,-4758599.62579,6235334.50289,3314819.2768,-883403.8784,281697.5872,-1549405.7984,3155103.232,375052.4928,-990886.7072,-880500.736,122709.504,2872278.67401,2654772.8913,2717319.92732,466130.767872,393790.580736,67114.125312,0.109677123795,0.109677123795,0.109677123795,0.0552215376005,0.0550422512259,0.055555936232
-830.76022,-265.6855,-263.53342,287.104,224.832,-74.1632,-744.12436,305.2257,-393.81234,218.4896,-77.0944,274.1312,-668.56244,-255.6998,-594.77196,102.8096,42.2784,66.3232,104.40895748,48.0798954634,82.6325807335,41.6690626724,17.9117695385,23.9717858692,93.3354257006,37.6562960665,65.3085160192,41.4061843188,6.93443470227,25.6642880782,100.615409614,41.2683822557,70.4615293487,31.9267026146,2.70973309387,11.5636169843,-866.81,-252.5705,-231.5865,307.84,215.36,-86.4,-774.1205,300.2115,-364.292,239.36,-75.52,262.72,-713.0595,-241.194,-565.226,120.96,42.56,61.12,-947.696,-398.94,-490.989,192.64,207.68,-96.0,-843.935,254.736,-584.441,111.68,-88.64,250.56,-765.611,-404.796,-781.715,32.96,38.4,56.64,-564.433,-204.594,-165.737,322.56,262.72,-23.68,-524.173,434.686,-330.681,253.76,-67.52,334.72,-399.916,-208.315,-520.391,131.84,45.76,89.92,57.9805,21.96,31.049,14.72,7.68,9.6,57.8585,24.217,22.326,14.4,5.44,12.16,38.2775,12.383,31.6285,10.88,2.56,3.2,10818712.5587,-11206129.3184,8363329.18158,10536430.1683,14370153.0856,19537911.9811,3680343.78469,-6095796.69032,7731929.27235,3190463.2832,-831878.8608,214972.8256,-1113899.8272,2942001.2544,322900.1728,-812308.48,-1063652.0448,141209.4976,2550726.72495,2449099.95243,2648709.52634,423330.312192,393751.1424,53749.254144,0.109677123795,0.109677123795,0.109677123795,0.0554732137938,0.055555936232,0.0557687638222
-519.70292,-475.06556,-412.86874,149.7472,270.8992,-46.368,-464.15144,266.00026,-615.5571,100.5056,-47.4688,323.3216,-346.62396,-334.26536,-742.40294,-1.8368,40.2688,78.944,263.352633464,195.129797329,125.887483764,124.51199523,36.0642788277,22.3671759505,234.728359519,122.1813473,192.426009089,104.217153524,49.3205281659,34.4737822329,285.164469903,72.6530236353,102.88265368,95.5939318041,5.97992931062,12.9193238213,-551.196,-430.3245,-405.101,192.64,262.72,-53.44,-519.4455,317.5965,-597.617,111.68,-74.56,334.72,-390.949,-321.775,-775.615,32.96,38.72,79.68,-869.006,-861.137,-652.7,-53.76,215.36,-86.4,-798.734,-90.707,-890.844,-107.2,-88.64,262.72,-715.164,-461.465,-877.302,-163.52,29.12,57.92,20.74,-225.334,-199.836,307.84,320.96,-22.72,54.717,434.686,-355.569,239.36,82.56,360.96,214.171,-210.206,-566.995,120.96,46.4,96.64,233.8435,177.449,100.9855,98.88,35.84,26.56,194.407,30.927,197.091,84.32,14.08,26.24,251.869,68.4725,77.287,71.36,6.4,13.44,9918832.20718,-7297926.63821,4865586.53966,9601844.60795,12116093.0143,11526648.2546,10732765.883,-7406674.58975,12751567.88,1806806.8352,-471025.664,13625.6512,-382629.0688,1465626.4192,-19524.3008,-611976.2944,-714859.008,161385.3696,2368550.74125,2316470.0829,2640677.10909,345794.254848,394121.07264,51593.920512,0.109677123795,0.109677123795,0.109677123795,0.0551145750129,0.0547078525945,0.055555936232
109.46694,-756.3268,-452.0344,-96.448,281.9008,-83.9232,137.13532,7.37734,-788.77026,-117.4208,61.4464,288.5184,220.85538,-320.71482,-773.67276,-181.4976,18.8736,22.4384,443.96152441,131.859317448,82.2175623643,162.078392095,40.1144428773,52.3421334468,438.926332727,219.911665874,82.0516862437,147.908505825,83.3467871909,87.3480405587,370.592377632,95.2990947826,95.9746987793,111.205698893,23.319591571,74.3773802002,60.207,-761.0665,-427.122,-53.76,300.0,-70.72,86.5285,-38.2165,-807.5485,-107.2,82.56,337.28,222.4975,-328.729,-813.862,-194.56,24.96,46.4,-537.959,-988.871,-652.7,-345.28,203.2,-161.28,-514.718,-293.776,-897.737,-346.56,-80.32,94.4,-381.982,-461.465,-877.302,-339.2,-41.6,-169.28,835.151,-461.709,-322.385,192.64,320.96,-22.72,781.898,365.451,-610.793,111.68,157.76,360.96,800.076,-115.9,-533.384,32.96,46.4,96.64,414.2205,108.6105,40.1685,129.12,15.2,45.44,409.7065,170.19,52.521,151.36,67.84,23.68,330.376,76.25,34.77,96.32,20.8,46.88,-6282542.63268,-4484644.10783,-2206443.94865,-1128147.98401,-5129756.26299,-7204161.97783,16801628.4572,-240371.595255,12778358.1423,-1144298.496,-961980.7232,-49542.4512,819528.4992,-1123658.8544,170221.056,-1109712.4864,607476.4288,107051.3152,3028790.34135,2666306.96929,2717509.21452,379294.961664,411778.394112,156730.73664,0.109677123795,0.109677123795,0.109677123795,0.0544048000085,0.0551492138136,0.0562165300137
717.6772,-707.41822,-266.5334,-352.928,142.8352,-209.5808,706.69354,-250.57946,-595.1343,-306.2144,143.296,95.616,730.34324,-193.58838,-526.01398,-306.8224,-41.7024,-126.4384,262.795915438,182.827442971,155.996223,134.950738271,139.04511858,90.2283886998,236.304376797,86.7480826364,218.725318644,82.1857649027,20.3356915791,148.870603465,233.368779495,90.1170803417,214.814193039,40.0804919411,48.9150304328,99.5730099848,829.6915,-726.754,-320.0975,-396.48,170.4,-190.88,781.898,-271.084,-611.4945,-346.56,149.12,94.4,794.464,-181.353,-531.432,-321.28,-41.6,-169.28,99.674,-988.871,-451.583,-501.76,-89.92,-349.76,118.34,-373.381,-897.737,-373.12,82.56,-114.56,230.824,-428.037,-843.935,-341.44,-141.12,-271.04,1005.707,-369.233,20.374,-53.76,320.96,-70.72,939.705,-32.574,-213.439,-107.2,161.6,339.84,989.969,-13.847,-166.164,-225.6,20.8,26.56,140.727,130.0215,102.358,87.52,138.4,88.48,111.508,71.1565,197.335,26.56,11.84,156.16,146.095,50.7825,212.1885,17.92,41.92,69.12,-23551389.5319,-9745122.39762,-6164269.80673,-7982058.39381,-18853067.8214,-16878627.9511,10714522.0284,6636344.93518,5903076.86108,-1702528.2048,-2264297.6768,707682.816,4243379.712,-913111.04,2110529.024,-872359.2192,603309.2608,496818.3808,3640090.6301,3082789.24092,2868886.88755,703711.76448,458321.75616,377338.963968,0.109677123795,0.109677123795,0.109677123795,0.0533930700033,0.0554732137938,0.0551145750129
957.3767,-432.7584,-18.79776,-418.0288,-76.6336,-336.1664,899.91348,-328.30444,-267.0946,-353.28,125.8048,-102.7904,943.14418,-49.32582,-211.4016,-312.2944,-129.8112,-249.5104,51.4069656437,157.841357157,148.846321046,59.5061527118,123.158870891,61.2963066346,37.6106756511,31.9333734786,168.813646982,15.4817838765,31.9630513087,85.5352826607,44.4808384322,97.9173519223,150.154909791,25.7927019259,54.3972370122,43.0190004979,972.889,-388.5395,21.8685,-427.68,-116.48,-361.28,908.839,-332.877,-208.742,-348.16,137.28,-114.56,963.251,-11.4375,-161.406,-315.84,-141.12,-271.04,824.232,-779.824,-317.81,-501.76,-213.76,-395.84,779.519,-373.381,-611.708,-373.12,63.36,-193.92,788.852,-228.689,-529.48,-341.44,-205.12,-290.88,1019.798,-218.929,195.566,-332.16,137.6,-220.48,946.964,-223.199,-53.802,-333.12,161.6,94.4,989.969,73.749,-44.896,-267.84,-41.6,-169.28,27.7245,100.467,69.7535,53.28,97.28,28.16,22.082,14.884,90.8595,15.04,20.48,68.48,15.738,70.4855,99.857,23.36,51.52,19.84,-20377352.1482,-14802641.9201,-2166304.8742,-591453.820714,-11767320.0006,-9699092.90202,1491619.0371,4230114.41641,1232343.44089,1332925.0304,-2243326.6688,1960334.1312,6919782.0928,1772945.7152,3848592.9984,1651316.1216,-531826.5856,1733316.096,3461745.39507,3059699.85849,2912272.401,948284.884992,479331.237888,546327.410688,0.109677123795,0.109677123795,0.109677123795,0.0516536637851,0.0551145750129,0.055555936232
979.52336,-249.90968,124.66814,-352.0128,-206.0288,-358.6368,914.67304,-325.94618,-87.04822,-338.1632,74.8672,-179.84,961.86264,58.7064,-66.1179,-276.6272,-191.5392,-288.1664,24.2061176133,69.6929446339,45.3325140326,25.7611694641,34.7181188799,26.370004584,12.5467836914,17.1658894237,49.0749143585,7.39485589853,31.4737502716,17.4686004019,10.0066297958,25.7898795011,28.1704796042,18.4925904124,21.6689067412,6.64097997588,976.488,-230.1835,139.385,-338.88,-221.76,-357.6,911.1265,-325.435,-58.865,-337.6,63.36,-183.68,959.286,66.185,-57.0045,-267.84,-205.12,-288.96,896.883,-411.262,23.363,-407.68,-237.12,-395.84,889.746,-372.161,-204.045,-363.2,44.8,-193.92,946.964,-9.028,-156.648,-315.84,-209.28,-297.6,1048.712,-160.918,195.566,-332.16,-143.04,-322.24,946.964,-294.02,-26.596,-331.84,137.28,-114.56,989.237,93.818,-29.402,-257.6,-141.12,-271.04,12.139,50.4165,31.2015,4.48,13.76,25.44,3.538,11.712,21.4415,4.48,18.56,5.44,5.7645,19.9165,11.895,8.96,4.16,2.56,-12282426.44,-14908247.6956,2816226.77908,6080349.58767,-4000806.90582,-3187389.96151,-1432209.5697,1441312.56829,-160267.131464,3585690.2144,-1273449.472,2629516.1856,6330724.7616,3034571.9808,3980700.7744,3655885.4144,-651954.176,2765620.6336,3134883.25669,2859916.53517,2803669.74832,892636.78464,460956.91776,591316.10112,0.110477123795,0.110477123795,0.110477123795,0.0544048000085,0.0544771237955,0.0557687638222
975.66572,-184.281,138.83234,-338.3296,-236.0128,-328.3648,914.81212,-303.93128,-41.67032,-335.9744,44.4224,-187.648,957.09366,87.97908,-44.57514,-262.3616,-208.2624,-291.424,20.9431016347,18.7633897908,16.0027284669,1.54004799925,2.99927927343,8.14612404521,7.54026958839,12.7888256084,9.32173124144,2.81951780275,6.54669949211,2.01167790662,3.95186625082,12.7846223328,7.98998305132,3.02337517354,2.60495724341,4.59163761636,978.928,-180.8345,133.224,-338.56,-237.12,-324.16,915.061,-303.048,-40.7785,-337.6,44.8,-187.84,956.8155,89.426,-44.1945,-262.4,-208.32,-291.52,896.883,-235.704,116.388,-341.12,-240.0,-342.4,889.746,-328.79,-63.257,-338.24,38.4,-193.92,946.964,61.854,-59.109,-267.84,-211.84,-297.6,1048.712,-141.215,182.756,-336.64,-229.76,-318.4,928.237,-276.025,-26.596,-331.84,63.36,-183.68,966.24,112.728,-29.402,-257.6,-205.12,-284.16,7.1675,7.503,8.9365,1.28,1.6,1.92,5.185,9.943,7.4725,0.64,5.28,0.8,2.2875,8.5705,6.466,2.56,2.88,4.16,-8987609.27358,-13899064.7291,4210483.90137,6771334.81131,-1905084.66478,-2133424.05677,-1280661.25474,635835.359829,-192228.504682,3992428.3392,-745741.4144,2731910.5536,5554609.5616,3152144.384,3822590.976,3874012.0576,-416938.5984,3034470.7072,3018612.80518,2793897.47349,2777995.31784,834210.38592,450356.324352,591515.38176,0.110477123795,0.110477123795,0.110477123795,0.0551145750129,0.0534653937903,0.055555936232
